paper ID,measureID,pathway,measure general,measure specific -- outcome variable,outcome unit - concat w measure specific,morbid_or_abund_biomass_measure,effects on host,effects on community,predictor variable,ecosystem_process_mediate,have not added double counting,double-counted effect on plants / photosynthesizers as ecosystem effect,double-counted effect on non-plant hosts as ecosystem effect,ecosystem function not linked to morbidity or abund,location in paper,note,exclude as ecosystem measure,include as ecosystem measure,reason for inclusion or exclusion as ecosystem measure,notes,confirm
608,4,morbidity to ecosystem fxn,secondary production,energy content (kj g-1),,,,,infected vs. uninfected,,,,1,,,,,,,confirm morbidity,
608,,abiotic or biotic,biotic,host tissue,,,,,,,,,,,F4,,,,,,
608,,PP to ecosystem fxn,secondary production,energy content (kj g-1),,,,,,,,,,,F4,,,,,,
608,5,PP to morbidity,host phenotype,energy allocation (kj m-2 y-1),,,1,,infected vs. uninfected,,,,,,,,,,,confirm morbidity,
608,5,morbidity to ecosystem fxn,secondary production,energy allocation (kj m-2 y-1),,,,,infected vs. uninfected,,,,,,,,,,,confirm morbidity,
608,6,PP to morbidity,host phenotype,assimilation energy (kj m-2 y-1),,,1,,infected vs. uninfected,,,,,,,,,,,confirm morbidity,
608,6,morbidity to ecosystem fxn,secondary production,assimilation energy (kj m-2 y-1),,,,,infected vs. uninfected,,,,1,,,,,,,confirm morbidity,
608,7,PP to morbidity,host phenotype,production energy (kj m-2 y-1),,,1,,infected vs. uninfected,,,,,,,,,,,confirm morbidity,
608,7,morbidity to ecosystem fxn,secondary production,production energy (kj m-2 y-1),,,,,infected vs. uninfected,,,,1,,,,,,,confirm morbidity,
608,8,PP to morbidity,host phenotype,production efficiency (kj m-2 y-1),,,1,,infected vs. uninfected,,,,,,,,,,,confirm morbidity,
608,8,morbidity to ecosystem fxn,secondary production,production efficiency (kj m-2 y-1),,,,,infected vs. uninfected,,,,1,,,,,,,confirm morbidity,
608,9,PP to morbidity,host phenotype,energy unassimilated (feces),,,1,,,,,,,,,,,,,confirm morbidity,
608,9,morbidity to ecosystem fxn,secondary production,energy unassimilated (feces),,,,,,,,,,,,,,,,confirm morbidity,
627,,PP to host infection prevalence / intensity,infection prevalence,number of plots infected out of number of plots,,,,,,,,,,,,,,,,,
627,1,PP to abund biomass,host and community biomass,basal area,,,1,1,infected vs. uninfected,,,,,,,,,,,,
627,1,abund biomass to ecosystem fxn,primary production,basal area,,,,,infected vs. uninfected,,,1,,,,,,,,,
627,,PP to abund biomass,host and community abundance,stems ha-1,,,1,1,,,,,,,T1,,,,,,
627,,PP to abund biomass,host and community composition,importance value (relative density + relative dominance ),,,1,1,,,,,,,T1,,,,,,
627,,abiotic or biotic,biotic,forest type: mixed evergreen vs. redwood,,,,,,,,,,,,,,,,,
627,,abiotic or biotic,biotic,community taxa,,,,,,,,,,,"F3, T2, p. 8",,,,,,
627,,PP to abund biomass,host and community mortality,% dead stems,,,1,1,,,,,,,F2,,,,,,
627,,PP to abund biomass,host and community mortality,disease impacts effect size,,,1,1,,,,,,,F4,,,,,,
627,,PP to abund biomass,host and community composition,change in importance value,,,1,1,pre-disease to post-disease,,,,,,F5,,,,,,
631,,PP to host infection prevalence / intensity,infection prevalence,frequency of infected cells (%),,,,,,,,,,,F1,,,,,,
631,,PP abundance,abundance,viruses (10^9 l-1),,,,,,,,,,,F1,,,,,,
631,,PP to abund biomass,host mortality,average ratio of viral-induced mortality to heterotrophic nanoflagellate grazing-induced mortality of prokaryotes,,,,,,,,,,,F2,,,,,,
631,,abiotic or biotic,abiotic,euphotic or aphotic,,,,,,,,,,,"F1, F2",,,,,,
631,,abiotic or biotic,both,lake,,,,,,,,,,,"F1, F2",,,,,,
631,,abiotic or biotic,biotic,prokaryotic abundance,,,,,,,,,,,,,,,,,
631,,abiotic or biotic,biotic,chlorophyll a,,,,,,,,,,,,,,,,,
631,1,PP to abund biomass,host production,prokaryotic respiration,,,1,,frequency of infected cells,,,,,,,,,,,,
631,1,abund biomass to ecosystem fxn,primary production,prokaryotic respiration,,,,,frequency of infected cells,,,1,,,,,,,,,
631,,abiotic or biotic,community consumption,flagellate grazing rate,,,,,,,,,,,,,,,,,
631,2,abund biomass to ecosystem fxn,primary production,prokaryotic production,,,,,,,,1,,,,exclude because correlational,1,,,,
631,3,PP to abund biomass,host production,prokaryotic growth efficiency,,,1,,frequency of infected cells,,,,,,,,,,,,
631,3,abund biomass to ecosystem fxn,primary production,prokaryotic growth efficiency,,,,,frequency of infected cells,,,1,,,,,,,,,
631,,abiotic or biotic,biotic,high nucleic acid contents prokaryotes,,,,,,,,,,,,,,,,,
631,,abiotic or biotic,abiotic,temperature,,,,,,,,,,,,,,,,,
631,,abiotic or biotic,biotic,total organic carbon,,,,,,,,,,,912,,,,,,
631,,PP to host infection prevalence / intensity,host mortality,virally induced prokaryotic mortality (% of prokaryotic production),,,,,,,,,,,T3,,,,,,
636,4,PP to unknown,biogeochemical cycles,soil water content,,,,,infection time period with pine wood nematode,,,,,,T2,,,,,,
636,4,unknown to ecosystem fxn,biogeochemical cycles,soil water content,,,,,infection time period with pine wood nematode,,,1,,,T2,,,,,,
636,,abiotic or biotic,abiotic,soil depth,,,,,,,,,,,,,,,,,
636,,unknown to ecosystem fxn,biogeochemical cycles,total N (%),,host or community phenotype or biomass/abund,,,infection time period with pine wood nematode,,1,,,,T3,,,,,,
636,,unknown to ecosystem fxn,biogeochemical cycles,organic matter (%),,host or community phenotype or biomass/abund,,,infection time period with pine wood nematode,,1,,,,T3,,,,,,
636,,unknown to ecosystem fxn,biogeochemical cycles,available P,,host or community phenotype or biomass/abund,,,infection time period with pine wood nematode,,1,,,,T3,,,,,,
636,,unknown to ecosystem fxn,biogeochemical cycles,K+ (mg/kg),,host or community phenotype or biomass/abund,,,infection time period with pine wood nematode,,1,,,,T3,,,,,,
636,,unknown to ecosystem fxn,biogeochemical cycles,Na+ (mg/kg),,host or community phenotype or biomass/abund,,,infection time period with pine wood nematode,,1,,,,T3,,,,,,
636,,unknown to ecosystem fxn,biogeochemical cycles,Ca2+ (mg/kg),,host or community phenotype or biomass/abund,,,infection time period with pine wood nematode,,1,,,,T3,,,,,,
636,,unknown to ecosystem fxn,biogeochemical cycles,Mg2+ (mg/kg),,host or community phenotype or biomass/abund,,,infection time period with pine wood nematode,,1,,,,T3,,,,,,
636,,PP to unknown,host or community phenotype or biomass/abund,,,,,,,,,,,,,,,,,check what this refers to,
636,,PP to abund biomass,host and community abundance,importance value of Masson pine compared to other woody plant species,,,,,infection time period with pine wood nematode,,,,,,T5,,,,,,
636,,abiotic or biotic,biotic,community taxa,,,,,,,,,,,,,,,,,
657,,PP abundance,abundance,T. ventralis (N 100g-1 soil),,,,,sterilized vs. non-sterilized,,,,,,"F1, T2",,,,,,
657,1,PP to abund biomass,host biomass,root biomass (g pot-1),,,1,,plus or minus innoculation with T. ventralis (PP),,,,,,F2,,,,,,
657,1,abund biomass to ecosystem fxn,primary production,root biomass (g pot-1),,,,,plus or minus innoculation with T. ventralis (PP),,,1,,,F2,,,,,,
657,2,PP to abund biomass,host biomass,shoot biomass (g pot-1),,,1,,plus or minus innoculation with T. ventralis (PP),,,,,,F2,,,,,,
657,2,abund biomass to ecosystem fxn,primary production,shoot biomass (g pot-1),,,,,plus or minus innoculation with T. ventralis (PP),,,1,,,F2,,,,,,
657,,abiotic or biotic,both,stirring,,,,,,,,,,,"T1, T3",,,,,,
657,,abiotic or biotic,biotic,sterilization,,,,,,,,,,,"T1, T3",,,,,,
657,3,PP to abund biomass,host biomass,root biomass (g pot-1),,,,,density of T. ventralis inoculated per pot,1,,,,,F3,,,,,,
657,3,abund biomass to ecosystem fxn,primary production,root biomass (g pot-1),,,,,,,,1,,,F3,,,,,,
657,,abiotic or biotic,biotic,microarthropods,,,,,,,,,,,T4,,,,,,
657,,abiotic or biotic,biotic,nematodes,,,,,,,,,,,T4,,,,,,
657,,abiotic or biotic,biotic,microorganisms,,,,,,,,,,,T4,,,,,,
660,1,PP to abund biomass,host biomass,DBH (cm),,,1,0,control vs. middle vs. terminal phase,,,,,,T1,,,,,,
660,1,abund biomass to ecosystem fxn,primary production,DBH (cm),,,,,control vs. middle vs. terminal phase,,,1,,,T1,,,,,,
660,2,PP to abund biomass,host biomass,height (m),,,1,0,control vs. middle vs. terminal phase,,,,,,T1,,,,,,
660,2,abund biomass to ecosystem fxn,primary production,height (m),,,,,control vs. middle vs. terminal phase,,,,,,T1,,,,,,
660,,PP to morbidity,host phenotype,age,,,,,,,,,,,,,,,,,
660,3,PP to abund biomass,host production,net photosynthetic rates,,,1,,control vs. middle vs. terminal phase,,,,,,F2,,,,,,
660,3,abund biomass to ecosystem fxn,primary production,net photosynthetic rates,,,,,,,,1,,,F2,,,,,,
660,,abiotic or biotic,abiotic,photosynthetic photon flux density,,,,,,,,,,,F2,,,,,,
660,4,PP to morbidity,host phenotype,transpiration rates,,,1,,control vs. middle vs. terminal phase,,,,,,F2,,,,,,
660,4,morbidity to ecosystem fxn,biogeochemical cycles,transpiration rates,,,,,control vs. middle vs. terminal phase,,,1,,,F2,,,,,,
660,5,PP to morbidity,host phenotype,internal CO2 concentrations,,,1,,control vs. middle vs. terminal phase,,,,,,F2,,,,,,
660,5,morbidity to ecosystem fxn,primary production,internal CO2 concentrations,,,,,control vs. middle vs. terminal phase,,,1,,,F2,,,,,concentration equals phenotype,
660,,PP to morbidity,host phenotype,stomatal conductance,,,1,,control vs. middle vs. terminal phase,,,,,,F2,,,,,,
660,,PP to morbidity,host phenotype,light use efficiency,,,1,,control vs. middle vs. terminal phase,,,,,,F4,,,,,,
660,6,PP to morbidity,host phenotype,dark respiration rate (Rd),,,1,,control vs. middle vs. terminal phase,,,,,,F3,,,,,,
660,6,morbidity to ecosystem fxn,biogeochemical cycles,dark respiration rate (Rd),,,,,control vs. middle vs. terminal phase,,,1,,,F3,,,,,,
660,7,PP to morbidity,host phenotype,d13C (%),,,1,,control vs. middle vs. terminal phase,,,,,,F3,,,,,,
660,7,morbidity to ecosystem fxn,biogeochemical cycles,d13C (%),,,,,control vs. middle vs. terminal phase,,,1,,,F3,,,,,,
660,,PP to morbidity,host phenotype,light compensation point,,,1,,,,,,,,T2,not sure whether to count this as affecting primary production.. seems like it would influence it. ',,,,,
660,,PP to morbidity,host phenotype,light saturation point,,,1,,,,,,,,T2,not sure whether to count this as affecting primary production.. seems like it would influence it. ',,,,,
660,8,PP to morbidity,host phenotype,water use efficiency (photosynthesis/transpiration),,,1,,,,,,,,T2,,,,,,
660,8,morbidity to ecosystem fxn,biogeochemical cycles,water use efficiency (photosynthesis/transpiration),,,,,,,,1,,,T2,,,,,,
660,,PP to morbidity,host phenotype,instantaneous carboxylation efficiency,,,1,,,,,,,,T2,,,,,,
660,9,PP to morbidity,host phenotype,nitrogen use efficiency (greatest net photosynthetic value / foliar N content),,,1,,,,,,,,,,,,,,
660,9,morbidity to ecosystem fxn,biogeochemical cycles,nitrogen use efficiency (greatest net photosynthetic value / foliar N content),,,,,,,,1,,,,,,,,,
660,,morbidity to ecosystem fxn,host phenotype,C mass (%),,,1,,,,1,,,,,"do not report number of leaves, so cannot extrapolate to stock",,,,changed to morbidity --> es from PP --> morbidity,
660,,morbidity to ecosystem fxn,host phenotype,N mass (%),,,1,,,,1,,,,,"do not report number of leaves, so cannot extrapolate to stock",,,,changed to morbidity --> es from PP --> morbidity,
660,,morbidity to ecosystem fxn,host phenotype,C:N,,,1,,,,1,,,,,"do not report number of leaves, so cannot extrapolate to stock",,,,changed to morbidity --> es from PP --> morbidity,
681,,PP to abund biomass,community composition,diversity,,,,,Rhinanthus biomass,,,,,,T1,,,,,,
681,,abiotic or biotic,both,region,,,,,,,,,,,T1,,,,,,
681,,abiotic or biotic,neither,observer,,,,,,,,,,,T1,,,,,,
681,,PP to abund biomass,community composition,species richness,,,1,1,relative Rhinanthus biomass,,,,,,"F1, T2",,,,,,
681,,PP to abund biomass,community composition,evenness,,,1,1,relative Rhinanthus biomass,,,,,,"F1, T2",,,,,,
681,1,PP to abund biomass,host and community and PP biomass,total biomass,,,1,1,relative Rhinanthus biomass,,,,,,"F1, T2",,,,,,
681,1,abund biomass to ecosystem fxn,primary production,total biomass,,,,,relative Rhinanthus biomass,,,1,,,"F1, T2",,,,,,
681,2,PP to abund biomass,host and community biomass,biomass without Rhinanthus,,,,,relative Rhinanthus biomass,,,,,,"F1, T2",,,,,,
681,2,abund biomass to ecosystem fxn,host and community biomass,biomass without Rhinanthus,,,,,relative Rhinanthus biomass,,,,,,"F1, T2",,,,,,
681,,abiotic or biotic,biotic,grasses vs. herbs,,,,,,,,,,,"F1, T2",,,,,,
681,,abund biomass to ecosystem fxn,primary production,total legume cover,,host and/or community abundance ,1,1,relative Rhinanthus biomass,,1,,,,"F2, T2",,,,,,
683,,PP to host infection prevalence / intensity,infection intensity,P. sidii severity (%),,,,,,,,,,,T1,,,,,,
683,1,PP to abund biomass,host biomass,leaf area (mm2),,,,,,,,,,,T1,,,,,,
683,,abiotic or biotic,biotic,previous crown transparency,,,,,,,,,,,p. 137,,,,,,
683,,abiotic or biotic,biotic,"leaf class (old, mature, immature)",,,,,,,,,,,T1,,,,,,
683,1,abund biomass to ecosystem fxn,primary production,leaf area (mm2),,,,,,,,1,,,T1,,,,,,
683,,PP to abund biomass,host mortality,tree mortality,,,,,,,,,,,F5,,,,,,
683,,PP to morbidity,host morbidity,crown transparency,,,,,,,,,,,F5,,,,,,
683,,abiotic or biotic,biotic,host taxa,,,,,,,,,,,F5,,,,,,
683,,PP to abund biomass,host mortality,percentage of hosts dead at each survey site,,,,,,,,,,,"T2, T4",,,,,,
683,,abiotic or biotic,biotic,tree height (m),,,,,,,,,,,T3,,,,,,
683,,abiotic or biotic,biotic,disease rating,,,,,,,,,,,T3,,,,,,
683,,abiotic or biotic,biotic,disease incidence on mature leaves,,,,,,,,,,,T3,,,,,,
700,,PP to host infection prevalence / intensity,infection prevalence,Aspergillosis prevalence (%),,,1,,year,,,,,,F1,,,,,,
700,,PP to abund biomass,host mortality,mortality,,,1,,infected vs. uninfected fans,,,,,,F2,,,,,,
700,,abiotic or biotic,biotic,initial scaled healthy area x,,,,,infected vs. uninfected fans,,,,,,F2,,,,,,
700,,PP to morbidity,host morbidity,recovery,,,,,infected vs. uninfected fans,,,,,,F2,,,,,,
700,,PP to host infection prevalence / intensity,infection intensity,log(lesion area),,,,,time,,,,,,F4,,,,,,
700,,abiotic or biotic,biotic,colony height class,,,,,,,,,,,F5,,,,,,
700,,PP to host infection prevalence / intensity,infection prevalence,infection risk,,,,,,,,,,,F5,,,,,,
700,,PP to abund biomass,host biomass,colony height,,,,,infected vs. uninfected,,,,,,F6,,1,,duplicate,,
700,1,abund biomass to ecosystem fxn,secondary production,colony height,,,,,infected vs. uninfected,,,,1,,F6,,,,,,
700,1,PP to abund biomass,host biomass,colony height,,,,,"pre-outbreak, outbreak peal",,,,,,F6,,,,,,
700,,abund biomass to ecosystem fxn,secondary production,colony height,,,,,"pre-outbreak, outbreak peal",,,,1,,F6,,1,,duplicate,,
700,,PP to abund biomass,host reproduction,number of recruits,,,,,disease prevalence,,,,,,,,,,,,
700,,PP to host infection prevalence / intensity,host resistance,percentage of colonies resistant,,,,,time,,,,,,F8,,,,,,
708,,ecosystem fxn to PP,consumption of PP,Daphnia 10ml-1,,,,,,,,,,,F1,,,,,,
708,,PP to abund biomass,host mortality,tadpole survival,,,,,Bd,,,,,,T1,,,,,,
708,1,PP to abund biomass,host biomass,tadpole length,,,,,Bd,,,,,,T1,,,,,,
708,,PP to morbidity,host morbidity,condition,,,,,Bd,,,,,,T1,,,,,,
708,1,abund biomass to ecosystem fxn,secondary production,tadpole length,,,,,Bd,,,,,,T1,,,,,,
708,,abiotic or biotic,biotic,Daphnia,,,,,,,,,,,T1,,,,,,
708,2,PP to abund biomass,host biomass,total biomass of Rana aurora,,,,,,,,,,,F3,,,,,,
708,2,abund biomass to ecosystem fxn,secondary production,total biomass of Rana aurora,,,,,,,,,,,F3,,,,,,
718,,PP to morbidity,host phenotype,relative electron transport rate (photosynthesis),,,,,uninfected or infected by virus (for all),,,,,,F1,,,,,,
718,,abiotic or biotic,abiotic,irradiance,,,,,,,,,,,F1,,,,,,
718,,abiotic or biotic,abiotic,pH,,,,,,,,,,,F1,,,,,,
718,,PP to morbidity,host phenotype,light saturation point,,,,,,,,,,,T1,,,,,,
718,,PP to morbidity,host phenotype,photoinhibitory characteristic,,,,,,,,,,,T2,,,,,,
718,,PP to morbidity,host phenotype,alpha (photosynthetic efficiency),,,,,,,,,,,T2,,,,,,
718,1,PP to abund biomass,host production,net photosynthesis,,,,,,,,,,,T2,,,,,,
718,1,abund biomass to ecosystem fxn,primary production,net photosynthesis,,,,,,,,1,,,T2,,,,,,
718,6,PP to morbidity,host phenotype,dark respiration rate (Rd),,,1,,,,,,,,,,,,,,
718,6,morbidity to ecosystem fxn,biogeochemical cycles,dark respiration rate (Rd),,,,,,,,1,,,,,,,,,
718,,PP to abund biomass,host abundance,P. globosa (10^5 ml-1),,,,,,,,,,,F3,,,,,,
718,,PP to host infection prevalence / intensity,infection prevalence,PgV (10^7 ml-1),,,,,,,,,,,F3,,,,,,
736,,PP abundance,abundance,viral abundance (10^7 ml-1),,,,,"lake stage (epi, meta, hypolimnion)",,,,,,T1,,,,,,
736,,PP to host infection prevalence / intensity,infection prevalence,frequency of infected cells,,,,,"lake stage (epi, meta, hypolimnion)",,,,,,T1,,,,,,
736,,PP to host infection prevalence / intensity,infection intensity,frequency of lysogenic cells,,,,,"lake stage (epi, meta, hypolimnion)",,,,,,T1,,,,,,
736,,PP to host infection prevalence / intensity,infection intensity,burst size (virus prokaryote-1),,,,,"lake stage (epi, meta, hypolimnion)",,,,,,T1,,,,,,
736,,abiotic or biotic,both,"lake strata (epi, meta, hypolimnion)",,,,,"lake stage (epi, meta, hypolimnion)",,,,,,T1,,,,,,
736,,abiotic or biotic,abiotic,month,,,,,,,,,,,F2,,,,,,
736,0,abund biomass to ecosystem fxn,primary production,chlorophyll A,,,,,,,1,1,,,T3,"I don't think necessary to repeat entries for abundance, given they are not directly linked to biomass. Should just have entry for abundance",,,,,
736,,PP to abund biomass,host abundance,prokaryote abundance,,,,,,,,,,,T3,,,,,,
736,,PP to abund biomass,host abundance,prokaryote abundance,,,,,,,,,,,T3,,1,,double-counting not necessary,,
736,1,abund biomass to ecosystem fxn,biogeochemical cycles,oxygen,,,,,,,,1,,,T3,,,,,,
736,2,PP to unknown ,"host abundance, community composition, or phenotype",high nucleic acid cells abundance,,,,,,,,,,,T3,,,,,,
736,,abund biomass to ecosystem fxn,primary production,chlorophyll A,,,,,,,1,1,,,T3,,,,,changed from unknown,
736,,PP to unknown ,"host abundance, community composition, or phenotype",high nucleic acid cells abundance,,,,,,,,,,,T3,,1,,,,
736,,unknown to ecosystem fxn,biogeochemical cycles,oxygen,,,,,,,,1,,,T3,,1,,,,
736,3,PP to unknown,"host abundance, community composition, or phenotype",low nucleic acid cells abundance,,,,,,,,,,,T3,,,,,,
